日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,5MA,10MA,20MA,60MA
111/07/28,"8,557,891","1,004,795,134",117.85,117.95,116.9,116.9,+0.20,"8,632",116.54999999999993,115.81500000000003,113.72999999999993,120.5108333333335
111/07/29,"8,291,615","979,364,354",118.15,118.5,117.65,118.0,+1.10,"8,204",116.78999999999994,116.06500000000003,114.05249999999992,120.3233333333335
111/08/01,"9,841,470","1,157,739,155",118.1,118.1,117.2,117.65,-0.35,"8,720",116.97999999999993,116.41000000000004,114.41249999999994,120.17333333333349
111/08/02,"18,600,451","2,149,115,164",116.55,116.55,115.1,115.55,-2.10,"22,146",116.95999999999992,116.53500000000004,114.63999999999994,120.0233333333335
111/08/03,"8,100,057","939,263,431",115.65,116.25,115.5,116.25,+0.70,"7,600",116.86999999999992,116.65500000000004,115.00999999999995,119.89416666666683
111/08/04,"7,108,342","826,140,065",116.35,116.8,115.2,116.55,+0.30,"7,988",116.79999999999991,116.67500000000004,115.23249999999996,119.76666666666684
111/08/05,"9,625,538","1,143,739,838",118.0,119.5,117.9,119.5,+2.95,"10,809",117.09999999999991,116.94500000000005,115.54499999999996,119.73750000000017
111/08/08,"8,966,011","1,066,313,383",119.0,119.25,118.3,119.25,-0.25,"10,279",117.41999999999992,117.20000000000005,115.89499999999995,119.68583333333349
111/08/09,"8,186,879","971,998,418",118.4,119.5,118.0,119.15,-0.10,"9,920",118.13999999999992,117.55000000000004,116.37499999999996,119.62166666666683
111/08/10,"7,796,649","919,415,561",118.0,118.2,117.5,117.9,-1.25,"13,624",118.46999999999991,117.67000000000004,116.59749999999997,119.51416666666681
111/08/11,"10,957,384","1,314,562,900",119.8,120.45,119.6,120.05,+2.15,"8,947",119.16999999999992,117.98500000000004,116.89999999999998,119.42000000000014
111/08/12,"8,598,361","1,038,027,809",120.55,121.0,120.3,120.8,+0.75,"7,656",119.42999999999991,118.26500000000003,117.16499999999999,119.37833333333349
111/08/15,"9,837,499","1,198,033,224",121.45,122.1,121.25,121.9,+1.10,"10,575",119.9599999999999,118.69000000000003,117.55,119.33250000000015
111/08/16,"10,114,278","1,235,256,112",122.0,122.3,121.9,122.1,+0.20,"10,769",120.54999999999991,119.34500000000003,117.93999999999998,119.2858333333335
111/08/17,"14,115,407","1,723,131,119",122.1,122.3,121.8,122.15,+0.05,"14,681",121.3999999999999,119.93500000000003,118.29499999999999,119.26333333333349
111/08/18,"5,637,817","683,651,223",121.4,121.45,120.95,121.35,-0.80,"9,013",121.65999999999993,120.41500000000003,118.54499999999999,119.21166666666683
111/08/19,"4,315,583","523,948,759",121.25,122.0,120.9,121.55,+0.20,"7,401",121.80999999999992,120.62000000000003,118.78249999999998,119.18916666666684
111/08/22,"8,972,758","1,076,431,037",120.0,120.25,119.7,119.8,-1.75,"19,855",121.38999999999992,120.67500000000003,118.9375,119.09416666666684
111/08/23,"11,095,739","1,314,798,887",118.55,119.0,118.2,118.2,-1.60,"18,728",120.60999999999993,120.58000000000001,119.06499999999998,118.92166666666684
111/08/24,"7,558,746","892,619,974",118.8,118.95,117.65,117.9,-0.30,"12,385",119.75999999999992,120.58000000000001,119.125,118.7233333333335
111/08/25,"5,143,118","611,992,350",118.5,119.45,118.45,119.0,+1.10,"6,976",119.28999999999992,120.47500000000002,119.22999999999999,118.55416666666683
111/08/26,"10,173,674","1,219,207,855",119.85,120.1,119.45,119.6,+0.60,"7,601",118.89999999999993,120.35500000000002,119.30999999999999,118.41750000000017
111/08/29,"17,248,914","2,007,953,600",116.25,116.95,116.0,116.55,-3.05,"31,024",118.24999999999993,119.82000000000001,119.255,118.21500000000017
111/08/30,"12,722,112","1,482,741,825",116.55,117.2,116.2,116.75,+0.20,"14,210",117.95999999999992,119.28500000000001,119.31499999999998,118.03750000000018
111/08/31,"7,324,798","854,472,563",115.95,117.6,115.8,117.6,+0.85,"8,421",117.89999999999993,118.83,119.38249999999998,117.85083333333351
111/09/01,"23,181,870","2,670,144,230",115.5,115.6,114.75,115.15,-2.45,"41,161",117.12999999999992,118.21000000000001,119.31249999999997,117.63000000000018
111/09/02,"15,351,769","1,755,500,653",115.1,115.1,113.85,113.9,-1.25,"29,767",115.98999999999992,117.44500000000002,119.03249999999998,117.41000000000017
111/09/05,"9,508,218","1,084,987,846",114.1,114.75,113.7,114.15,+0.25,"14,479",115.50999999999992,116.88000000000004,118.77749999999999,117.2533333333335
111/09/06,"6,757,649","775,277,096",114.8,115.4,114.25,114.9,+0.75,"8,756",115.13999999999992,116.55000000000004,118.56499999999998,117.11250000000015
111/09/07,"17,431,510","1,960,146,749",113.1,113.15,112.1,112.2,-2.70,"37,500",114.05999999999992,115.98000000000005,118.27999999999997,116.93666666666681
111/09/08,"7,535,495","849,210,347",113.05,113.05,112.4,113.0,+0.80,"9,354",113.62999999999992,115.38000000000004,117.92749999999997,116.77833333333348
111/09/12,"7,850,900","905,418,862",115.3,115.65,115.0,115.4,+2.40,"10,707",113.92999999999992,114.96000000000006,117.65749999999996,116.68750000000014
111/09/13,"4,768,515","553,524,212",116.1,116.4,115.75,116.0,+0.60,"6,854",114.29999999999993,114.90500000000006,117.36249999999995,116.62500000000014
111/09/14,"11,875,719","1,347,366,608",113.05,113.95,112.8,113.65,-2.35,"19,904",114.04999999999993,114.59500000000007,116.93999999999997,116.48250000000013
111/09/15,"4,051,460","460,557,461",113.5,114.25,113.2,113.85,+0.20,"9,633",114.37999999999992,114.22000000000007,116.52499999999995,116.38833333333348
111/09/16,"13,858,212","1,558,832,568",112.65,112.85,112.3,112.55,-1.30,"22,320",114.28999999999992,113.96000000000006,116.08499999999997,116.29916666666682
111/09/19,"7,705,465","864,575,077",112.95,112.95,111.9,112.05,-0.50,"15,283",113.61999999999992,113.77500000000005,115.60999999999997,116.19750000000016
111/09/20,"5,999,746","675,492,164",112.55,113.15,112.25,113.05,+1.00,"7,093",113.0299999999999,113.66500000000003,115.27249999999997,116.0658333333335
111/09/21,"11,672,155","1,309,037,173",112.8,112.8,111.8,112.1,-0.95,"17,348",112.71999999999991,113.38500000000002,114.96749999999997,115.93750000000017
111/09/22,"16,093,771","1,772,402,603",110.4,110.75,109.5,110.75,-1.35,"25,277",112.09999999999991,113.24000000000001,114.60999999999997,115.8033333333335
111/09/23,"15,826,978","1,738,392,677",110.25,110.35,109.35,109.7,-1.05,"27,136",111.52999999999993,112.91000000000001,114.14499999999995,115.70166666666682
111/09/26,"21,804,952","2,343,738,865",108.05,108.05,107.15,107.65,-2.05,"40,858",110.64999999999993,112.13500000000002,113.54749999999997,115.63666666666681
111/09/27,"9,580,153","1,029,687,583",107.8,107.95,107.0,107.5,-0.15,"14,707",109.53999999999994,111.28500000000001,113.09499999999996,115.58750000000015
111/09/28,"20,345,587","2,153,739,170",107.6,107.65,105.25,105.25,-2.25,"32,676",108.16999999999993,110.44500000000001,112.51999999999995,115.49166666666682
111/09/29,"11,208,229","1,180,322,655",106.45,106.45,104.6,104.9,-0.35,"18,926",106.99999999999993,109.55000000000003,111.88499999999996,115.42583333333347
111/09/30,"13,648,874","1,411,909,885",103.3,103.9,103.0,103.45,-1.45,"22,436",105.74999999999993,108.64000000000003,111.29999999999995,115.2816666666668
111/10/03,"11,975,969","1,228,448,047",102.5,103.6,102.05,102.2,-1.25,"21,869",104.65999999999994,107.65500000000004,110.71499999999995,115.09750000000012
111/10/04,"7,833,142","819,071,391",104.55,104.8,104.1,104.8,+2.60,"9,472",104.11999999999993,106.83000000000004,110.24749999999995,114.97333333333346
111/10/05,"11,194,438","1,200,114,972",106.5,107.85,106.35,107.25,+2.45,"14,935",104.51999999999994,106.34500000000006,109.86499999999994,114.93500000000013
111/10/06,"8,691,035","937,261,167",107.8,108.0,107.5,108.0,+0.75,"9,150",105.13999999999994,106.07000000000005,109.65499999999994,114.8441666666668
111/10/07,"9,160,530","976,696,727",107.4,107.4,106.1,106.2,-1.80,"12,082",105.68999999999994,105.72000000000006,109.31499999999994,114.7141666666668
111/10/11,"34,441,616","3,486,069,852",102.0,102.15,100.5,100.7,-5.50,"60,659",105.38999999999994,105.02500000000005,108.57999999999993,114.46750000000013
111/10/12,"14,465,314","1,447,866,459",100.4,100.7,99.55,100.2,-0.50,"24,580",104.46999999999996,104.29500000000004,107.78999999999992,114.2341666666668
111/10/13,"22,325,644","2,221,287,940",100.55,100.55,99.0,99.0,-1.20,"33,100",102.81999999999996,103.67000000000004,107.05749999999992,113.97916666666679
111/10/14,"11,783,757","1,199,217,211",101.75,102.3,101.1,101.85,+2.85,"13,154",101.58999999999996,103.36500000000004,106.45749999999991,113.75916666666679
111/10/17,"20,644,755","2,056,968,004",99.95,100.1,99.05,99.95,-1.90,"26,913",100.33999999999997,103.01500000000003,105.8274999999999,113.48583333333345
111/10/18,"6,617,063","666,287,430",101.5,101.55,99.95,101.1,+1.15,"7,799",100.41999999999997,102.90500000000002,105.27999999999989,113.22416666666679
111/10/19,"16,168,656","1,619,067,920",100.8,101.0,99.55,99.75,-1.35,"18,345",100.32999999999998,102.40000000000002,104.61499999999987,112.94166666666679
111/10/20,"20,052,215","1,965,292,155",98.2,99.45,97.35,99.2,-0.55,"25,107",100.36999999999998,101.59500000000003,103.96999999999987,112.66750000000012
111/10/21,"12,689,251","1,258,389,294",99.3,99.85,98.7,98.9,-0.30,"13,697",99.77999999999997,100.68500000000003,103.37749999999987,112.37083333333345
111/10/24,"17,387,205","1,726,288,183",100.75,100.8,98.6,98.6,-0.30,"11,595",99.50999999999998,99.92500000000003,102.82249999999988,112.06583333333347
111/10/25,"21,366,539","2,076,591,671",98.6,98.6,96.5,96.7,-1.90,"29,831",98.62999999999997,99.52500000000002,102.27499999999986,111.71083333333347
111/10/26,"11,205,246","1,090,637,092",96.85,98.0,96.5,97.6,+0.90,"10,428",98.19999999999997,99.26500000000001,101.77999999999986,111.37666666666681
111/10/27,"8,254,594","817,258,776",98.5,99.35,98.5,99.0,+1.40,"8,458",98.15999999999998,99.26500000000001,101.46749999999986,111.10083333333347
111/10/28,"12,102,185","1,184,927,619",98.6,98.6,97.25,97.75,-1.25,"16,292",97.92999999999999,98.855,101.10999999999986,110.79250000000015
111/10/31,"10,298,898","1,018,326,324",98.85,99.35,98.1,99.05,+1.30,"7,670",98.01999999999998,98.76500000000001,100.88999999999986,110.50083333333347
111/11/01,"8,491,868","845,001,137",98.85,99.95,98.8,99.6,+0.55,"7,547",98.6,98.615,100.75999999999986,110.16916666666681
111/11/02,"7,245,488","722,735,676",99.6,100.05,99.4,100.0,+0.40,"6,862",99.08,98.64000000000001,100.51999999999985,109.84833333333349
111/11/03,"14,068,192","1,387,625,383",98.5,98.85,98.35,98.7,-1.30,"14,353",99.02000000000001,98.59,100.09249999999986,109.50750000000015
111/11/04,"6,727,808","660,289,654",98.1,98.95,97.5,98.85,+0.15,"8,800",99.24000000000001,98.58500000000001,99.63499999999985,109.19000000000015
111/11/07,"12,464,513","1,250,474,948",99.8,100.85,99.55,100.55,+1.70,"13,601",99.53999999999999,98.78,99.35249999999986,108.86500000000017
111/11/08,"10,726,648","1,090,564,061",101.45,101.95,101.25,101.6,+1.05,"10,717",99.93999999999998,99.27000000000001,99.39749999999987,108.54500000000016
111/11/09,"19,308,833","2,005,296,271",102.55,104.5,102.55,104.5,+2.90,"13,949",100.83999999999999,99.96000000000001,99.61249999999986,108.25500000000017
111/11/10,"15,112,976","1,563,929,803",103.45,103.85,103.2,103.5,-1.00,"14,597",101.79999999999998,100.41,99.83749999999986,107.94500000000016
111/11/11,"35,134,524","3,816,107,828",108.55,109.0,107.8,109.0,+5.50,"24,303",103.83,101.535,100.19499999999987,107.7258333333335
111/11/14,"18,631,343","2,048,246,202",109.8,110.4,109.4,110.0,+1.00,"14,745",105.72,102.63,100.69749999999986,107.53666666666683
111/11/15,"34,799,438","3,949,308,928",111.2,114.95,111.2,114.7,+4.70,"30,474",108.34,104.14000000000001,101.37749999999987,107.42250000000016
111/11/16,"24,251,504","2,780,841,398",115.0,115.75,113.85,114.5,-0.20,"22,139",110.34,105.59,102.11499999999987,107.33416666666682
111/11/17,"13,741,730","1,563,715,421",113.95,114.65,112.85,114.55,+0.05,"12,743",112.55,107.175,102.8824999999999,107.2733333333335
111/11/18,"10,968,139","1,260,274,871",114.9,115.85,114.05,114.25,-0.30,"9,494",113.6,108.715,103.64999999999989,107.21250000000016
111/11/21,"8,978,435","1,024,589,996",114.35,114.65,113.7,113.85,-0.40,"8,696",114.37,110.045,104.41249999999988,107.12666666666684
111/11/22,"5,798,244","662,093,232",113.4,115.0,113.05,114.8,+0.95,"7,049",114.38999999999999,111.36500000000001,105.31749999999991,107.04666666666684
111/11/23,"8,224,840","950,304,384",115.65,115.9,115.05,115.6,+0.80,"8,001",114.60999999999999,112.475,106.2174999999999,107.0308333333335
111/11/24,"15,641,447","1,817,903,787",116.0,116.85,115.9,116.7,+1.10,"12,365",115.04,113.795,107.10249999999989,107.03000000000017
111/11/25,"16,343,906","1,907,311,237",116.65,116.95,116.35,116.7, 0.00,"11,202",115.53000000000002,114.56500000000001,108.04999999999988,107.01500000000016
111/11/28,"15,627,449","1,790,790,160",114.6,115.3,113.9,114.35,-2.35,"19,654",115.63000000000002,115.0,108.81499999999987,107.00166666666684
111/11/29,"10,926,996","1,249,914,581",113.85,115.4,113.1,115.4,+1.05,"10,582",115.75000000000003,115.07000000000001,109.60499999999988,107.02666666666684
111/11/30,"9,535,815","1,105,729,102",115.1,116.4,114.85,116.35,+0.95,"7,145",115.90000000000002,115.255,110.42249999999987,107.06333333333352
111/12/01,"25,136,792","2,986,426,381",119.2,119.5,118.0,118.35,+2.00,"15,943",116.23000000000002,115.63499999999999,111.40499999999989,107.12083333333354
111/12/02,"7,796,015","915,125,681",117.3,117.95,117.0,117.3,-1.05,"9,334",116.35,115.93999999999998,112.3274999999999,107.20583333333353
111/12/05,"12,330,303","1,453,977,570",117.3,118.5,117.2,117.45,+0.15,"13,386",116.97,116.3,113.17249999999987,107.2800000000002
111/12/06,"10,637,488","1,233,830,310",116.8,116.8,115.2,115.3,-2.15,"18,014",116.95,116.35,113.85749999999989,107.27833333333355
111/12/07,"8,636,949","992,227,828",114.5,115.85,114.2,114.6,-0.70,"11,453",116.6,116.25,114.36249999999988,107.25500000000021
111/12/08,"9,682,884","1,095,896,374",114.05,114.1,112.45,113.25,-1.35,"15,434",115.58,115.905,114.84999999999988,107.24833333333355
111/12/09,"6,394,176","733,944,261",114.0,115.25,113.95,115.0,+1.75,"6,619",115.12,115.73499999999999,115.14999999999989,107.26750000000021
111/12/12,"8,764,346","996,031,881",114.2,114.2,113.25,113.9,-1.10,"10,800",114.41,115.69000000000001,115.34499999999989,107.2900000000002
111/12/13,"6,860,743","780,649,790",114.5,114.5,113.25,113.4,-0.50,"9,245",114.03,115.49000000000001,115.2799999999999,107.3125000000002
111/12/14,"8,037,662","921,921,559",114.1,115.0,114.0,114.8,+1.40,"5,821",114.06999999999998,115.33500000000001,115.29499999999992,107.34166666666687
111/12/15,"8,045,621","920,687,808",114.3,115.05,113.9,114.9,+0.10,"7,173",114.39999999999998,114.99000000000004,115.31249999999991,107.38833333333352
111/12/16,"12,792,990","1,442,269,090",112.5,113.3,112.25,113.0,-1.90,"20,877",113.99999999999997,114.56000000000003,115.24999999999991,107.42583333333351
111/12/19,"6,504,872","731,424,488",112.35,112.95,112.0,112.35,-0.65,"10,865",113.68999999999998,114.05000000000003,115.17499999999991,107.4700000000002
111/12/20,"13,446,289","1,495,479,453",112.15,112.5,110.05,110.3,-2.05,"24,270",113.06999999999998,113.55000000000003,114.9499999999999,107.51416666666687
111/12/21,"12,203,031","1,350,469,821",110.8,111.4,110.3,110.75,+0.45,"13,065",112.25999999999999,113.16500000000003,114.70749999999991,107.56833333333354
111/12/22,"5,166,548","580,351,057",111.75,112.75,111.75,112.6,+1.85,"5,881",111.8,113.10000000000002,114.50249999999991,107.69083333333354
111/12/23,"6,556,232","725,974,713",110.7,111.05,110.4,110.7,-1.90,"13,445",111.34,112.67000000000003,114.20249999999992,107.78750000000021
111/12/26,"4,258,430","472,402,011",110.8,111.2,110.7,111.1,+0.40,"8,121",111.09,112.39000000000001,114.03999999999992,107.91500000000022
111/12/27,"4,269,800","477,679,306",111.4,112.25,111.4,111.6,+0.50,"5,136",111.35000000000002,112.21,113.84999999999991,108.0716666666669
111/12/28,"13,002,156","1,428,236,786",110.5,110.5,109.4,110.0,-1.60,"19,157",111.20000000000002,111.72999999999999,113.53249999999991,108.15833333333356
111/12/29,"14,342,647","1,562,777,609",109.2,109.6,108.4,109.5,-0.50,"15,143",110.58000000000001,111.18999999999998,113.08999999999992,108.19583333333357
111/12/30,"8,890,361","982,130,895",110.6,110.75,110.2,110.2,+0.70,"7,376",110.48000000000002,110.91,112.7349999999999,108.23250000000023
112/01/03,"15,272,877","1,673,263,794",109.6,110.9,108.45,110.75,+0.55,"13,899",110.41000000000001,110.75,112.3999999999999,108.30833333333356
112/01/04,"14,211,742","1,569,704,151",110.3,110.8,110.1,110.5,-0.25,"11,908",110.19000000000001,110.77000000000001,112.1599999999999,108.47166666666689
112/01/05,"12,395,862","1,379,134,974",111.25,111.7,110.95,111.3,+0.80,"10,075",110.45,110.825,111.99499999999992,108.65666666666691
112/01/06,"11,826,560","1,321,964,557",111.2,112.2,111.15,111.8,+0.50,"9,838",110.91,110.745,111.92249999999993,108.87000000000025
112/01/09,"15,649,173","1,796,709,538",114.0,115.8,113.9,115.8,+4.00,"16,946",112.02999999999997,111.255,111.96249999999993,109.10250000000023
112/01/10,"12,427,863","1,442,160,806",115.95,116.4,115.75,116.25,+0.45,"13,729",113.12999999999997,111.77000000000001,112.07999999999993,109.37416666666691
112/01/11,"15,849,620","1,841,541,741",116.65,116.75,115.9,116.35,+0.10,"9,631",114.29999999999998,112.245,112.22749999999992,109.62833333333357
112/01/12,"10,249,887","1,189,043,911",116.5,116.6,115.65,115.85,-0.50,"9,044",115.21,112.83,112.2799999999999,109.89666666666692
112/01/13,"28,912,072","3,396,535,255",118.5,118.6,116.95,117.2,+1.35,"15,940",116.29,113.6,112.3949999999999,110.19666666666691
112/01/16,"28,203,249","3,334,058,723",118.1,118.55,118.0,118.1,+0.90,"20,855",116.75000000000003,114.38999999999999,112.64999999999989,110.51666666666692
112/01/17,"14,600,817","1,723,846,104",118.35,118.35,117.8,118.1, 0.00,"16,373",117.12000000000003,115.12499999999997,112.93749999999989,110.84166666666692
112/01/30,"44,330,389","5,335,880,299",120.8,121.0,120.0,120.7,X0.00,"31,199",117.99000000000004,116.14499999999998,113.45749999999987,111.24166666666693
112/01/31,"22,474,562","2,681,531,250",120.6,120.6,118.3,118.3,-2.40,"23,552",118.48000000000002,116.84499999999998,113.83499999999988,111.58666666666691
112/02/01,"6,903,171","821,124,932",119.1,119.45,118.45,119.0,+0.70,"8,921",118.84,117.56499999999998,114.15499999999989,111.92000000000026
112/02/02,"16,194,958","1,956,007,315",120.3,121.1,120.25,121.0,+2.00,"15,931",119.42,118.085,114.66999999999989,112.30750000000026
112/02/03,"9,934,984","1,200,856,481",120.95,121.2,120.2,121.0, 0.00,"10,997",120.0,118.55999999999999,115.16499999999989,112.67333333333359
112/02/06,"14,297,030","1,709,758,781",120.1,120.1,119.25,119.25,-1.75,"25,811",119.71,118.85,115.5474999999999,113.00083333333357
112/02/07,"8,787,291","1,045,314,027",119.1,119.25,118.55,119.0,-0.25,"13,540",119.85,119.165,115.9974999999999,113.31750000000025
112/02/08,"9,239,321","1,114,132,382",120.1,120.95,120.0,120.85,+1.85,"8,739",120.22,119.53,116.5649999999999,113.68666666666692
112/02/09,"5,032,245","607,543,546",120.5,121.0,120.3,120.9,+0.05,"7,141",120.2,119.81000000000002,117.09999999999991,114.05416666666692
112/02/10,"6,572,526","794,912,205",120.9,121.1,120.6,121.0,+0.10,"9,368",120.2,120.10000000000002,117.61249999999991,114.39500000000024
112/02/13,"4,149,906","499,573,936",120.7,120.9,119.9,120.75,-0.25,"8,262",120.5,120.10500000000002,118.12499999999991,114.7141666666669
112/02/14,"7,965,786","968,395,750",121.25,121.8,121.25,121.65,+0.90,"8,497",121.03,120.44000000000003,118.6424999999999,115.00000000000023
112/02/15,"13,852,368","1,653,181,275",119.95,120.25,118.8,118.85,-2.80,"33,160",120.63,120.42500000000003,118.99499999999989,115.25583333333357
112/02/16,"11,233,273","1,349,768,658",119.3,120.5,119.3,120.3,+1.45,"14,038",120.50999999999999,120.35500000000002,119.21999999999989,115.4441666666669
112/02/17,"8,960,233","1,064,028,251",119.3,119.3,118.4,118.75,-1.55,"22,127",120.05999999999999,120.13000000000002,119.34499999999989,115.59000000000023
112/02/20,"6,230,136","741,121,308",118.55,119.35,118.1,119.0,+0.25,"11,499",119.71,120.10500000000002,119.47749999999989,115.6616666666669
112/02/21,"4,772,315","567,003,197",119.0,119.1,118.55,118.95,-0.05,"9,128",119.17,120.10000000000002,119.6324999999999,115.73583333333357
112/02/22,"12,041,784","1,414,076,263",117.5,117.75,117.1,117.65,-1.30,"24,996",118.92999999999999,119.78000000000004,119.6549999999999,115.78750000000022
112/02/23,"6,448,658","768,858,699",117.95,119.8,117.95,119.4,+1.75,"8,273",118.75,119.63000000000004,119.71999999999991,115.87333333333355
112/02/24,"5,828,709","695,430,436",119.9,120.1,118.8,118.8,-0.60,"9,038",118.75999999999999,119.41000000000004,119.75499999999992,115.95583333333356
112/03/01,"7,996,077","945,839,757",117.3,119.45,116.85,119.35,+0.55,"14,283",118.83,119.27000000000002,119.68749999999993,116.0316666666669
112/03/02,"3,750,827","446,314,792",119.35,119.35,118.3,119.25,-0.10,"7,974",118.88999999999999,119.03000000000002,119.73499999999993,116.09250000000021
112/03/03,"3,341,290","399,317,811",119.8,120.1,119.2,119.35,+0.10,"6,234",119.22999999999999,119.08000000000001,119.75249999999991,116.1366666666669
112/03/06,"9,805,282","1,180,244,684",120.15,120.9,119.9,120.5,+1.15,"13,204",119.45,119.10000000000002,119.72749999999992,116.20000000000023
112/03/07,"7,894,646","955,038,720",120.55,121.4,120.2,121.3,+0.80,"10,888",119.95,119.35500000000002,119.74249999999992,116.31583333333356
